ID,GROUP,DATE,AGE,Gender,MEMORIZATION,GRIT,TEAMWORK,DISCIPLINE,SELF ESTEEM,CREATIVITY,LANGUAGE

207,B,9/7/2015,12,1,,,,,,,

208,B,9/7/2015,11,1,,,,,,,

209,B,9/7/2015,12,1,6,5,6,6,6,6,6

210,B,9/7/2015,9,1,,,,,,,

211,B,9/7/2015,13,1,6,6,6,6,6,6,6

212,B,9/7/2015,9,1,,,,,,,

213,B,9/7/2015,10,1,6,6,6,6,6,6,6

214,B,9/7/2015,12,1,,,,,,,

215,B,9/7/2015,10,1,6,5,5,6,5,4,5

216,B,9/7/2015,12,1,,,,,,,

217,B,9/7/2015,12,1,,,,,,,

218,B,9/7/2015,,1,,,,,,,

301,C,9/7/2015,15,1,7,7,7,6,6,6,7

302,C,9/7/2015,16,1,,,,,,,

303,C,9/7/2015,15,1,,,,,,,

304,C,9/7/2015,17,1,5,6,6,6,5,5,5

305,C,9/7/2015,15,1,6,6,6,6,5,5,5

306,C,9/7/2015,17,1,5,6,6,6,5,5,5

307,C,9/7/2015,15,1,6,6,6,6,5,5,5

308,C,9/7/2015,15,1,,,,,,,

309,C,9/7/2015,14,1,6,6,6,6,5,5,5

310,C,9/7/2015,15,1,5,5,6,6,3,3,4

311,C,9/7/2015,14,1,5,6,6,6,5,5,5

312,C,9/7/2015,15,1,5,6,6,6,5,5,5

313,C,9/7/2015,17,1,,,,,,,

314,C,9/7/2015,15,1,5,6,6,6,5,5,5

315,C,9/7/2015,17,1,6,6,5,5,5,5,6

101,A,9/9/2015,14,1,6,5,6,6,6,6,6

102,A,9/9/2015,18,1,7,7,7,6,6,7,6

103,A,9/9/2015,14,1,6,6,6,6,6,6,6

104,A,9/9/2015,16,1,,,,,,,

105,A,9/9/2015,14,1,6,6,6,6,6,6,6

106,A,9/9/2015,16,1,,,,,,,

107,A,9/9/2015,15,1,6,5,6,6,6,6,6

108,A,9/9/2015,12,1,7,7,6,6,6,6,7

109,A,9/9/2015,16,1,6,5,6,6,6,6,6

110,A,9/9/2015,,1,,,,,,,

111,A,9/9/2015,10,1,,,,,,,

112,A,9/9/2015,,1,,,,,,,

113,A,9/9/2015,14,1,6,6,6,6,6,6,6

114,A,9/9/2015,14,1,,,,,,,

115,A,9/9/2015,16,1,6,6,6,6,6,6,6

116,A,9/9/2015,13,1,,,,,,,

117,A,9/9/2015,15,1,6,6,6,6,6,6,6

118,A,9/9/2015,7,1,6,6,6,6,6,6,6

119,A,9/9/2015,14,1,,,,,,,

120,A,9/9/2015,17,1,6,7,6,6,6,7,6

121,A,9/9/2015,14,1,,,,,,,

201,B,9/9/2015,14,1,6,6,6,6,6,6,6

202,B,9/9/2015,14,1,,,,,,,

203,B,9/9/2015,12,1,,,,,,,

204,B,9/9/2015,16,1,5,4,6,6,6,6,6

205,B,9/9/2015,9,1,6,6,6,6,6,5,6

206,B,9/9/2015,12,1,,,,,,,

207,B,9/9/2015,12,1,,,,,,,

208,B,9/9/2015,11,1,,,,,,,

209,B,9/9/2015,12,1,,,,,,,

210,B,9/9/2015,9,1,,,,,,,

211,B,9/9/2015,13,1,4,5,4,3,5,5,3

212,B,9/9/2015,9,1,,,,,,,

213,B,9/9/2015,10,1,3,5,5,6,5,5,5

214,B,9/9/2015,12,1,,,,,,,

215,B,9/9/2015,10,1,3,5,4,5,2,4,2

216,B,9/9/2015,12,1,,,,,,,

217,B,9/9/2015,12,1,,,,,,,

218,B,9/9/2015,,1,,,,,,,

301,C,9/9/2015,15,1,6,6,6,6,6,6,6

302,C,9/9/2015,16,1,6,6,6,6,6,6,6

303,C,9/9/2015,15,1,,,,,,,

304,C,9/9/2015,17,1,6,6,6,6,6,6,6

305,C,9/9/2015,15,1,,,,,,,

306,C,9/9/2015,17,1,6,6,6,6,6,6,6

307,C,9/9/2015,15,1,6,6,6,6,6,6,6

308,C,9/9/2015,15,1,6,6,6,6,6,6,6

309,C,9/9/2015,14,1,6,6,6,6,6,6,6

310,C,9/9/2015,15,1,6,6,6,6,6,6,6

311,C,9/9/2015,14,1,,,,,,,

312,C,9/9/2015,15,1,6,6,6,6,6,6,6

313,C,9/9/2015,17,1,6,6,6,6,6,6,6

314,C,9/9/2015,15,1,6,6,6,6,6,6,6

315,C,9/9/2015,17,1,,,,,,,

101,A,9/11/2015,14,1,,,,,,,

102,A,9/11/2015,18,1,7,7,6,6,6,6,6

103,A,9/11/2015,14,1,5,5,6,6,5,4,4

104,A,9/11/2015,16,1,,,,,,,

105,A,9/11/2015,14,1,,,,,,,

106,A,9/11/2015,16,1,,,,,,,

107,A,9/11/2015,15,1,,,,,,,

108,A,9/11/2015,12,1,6,7,6,6,6,6,6

109,A,9/11/2015,16,1,,1,,,,,

110,A,9/11/2015,,1,,,,,,,

111,A,9/11/2015,10,1,,,,,,,

112,A,9/11/2015,,1,,,,,,,

113,A,9/11/2015,14,1,6,7,6,6,5,4,4

114,A,9/11/2015,14,1,,,,,,,

115,A,9/11/2015,16,1,5,5,6,6,5,4,4

116,A,9/11/2015,13,1,,,,,,,

117,A,9/11/2015,15,1,5,5,6,6,5,4,4

118,A,9/11/2015,7,1,6,7,6,6,6,6,6

119,A,9/11/2015,14,1,6,6,6,6,6,6,6

120,A,9/11/2015,17,1,7,7,6,6,6,6,6

121,A,9/11/2015,14,1,,,,,,,

201,B,9/11/2015,14,1,6,7,6,6,5,5,5

202,B,9/11/2015,14,1,,,,,,,

203,B,9/11/2015,12,1,,,,,,,

204,B,9/11/2015,16,1,6,6,5,6,6,5,5

205,B,9/11/2015,9,1,6,6,5,6,5,5,5

206,B,9/11/2015,12,1,,,,,,,

207,B,9/11/2015,12,1,,,,,,,

208,B,9/11/2015,11,1,,,,,,,

209,B,9/11/2015,12,1,,,,,,,

210,B,9/11/2015,9,1,5,5,5,6,5,5,5

211,B,9/11/2015,13,1,5,5,5,6,5,5,5

212,B,9/11/2015,9,1,5,6,6,6,5,5,5

213,B,9/11/2015,10,1,5,5,5,6,5,5,5

214,B,9/11/2015,12,1,,,,,,,

215,B,9/11/2015,10,1,3,5,5,5,3,4,2

216,B,9/11/2015,12,1,,,,,,,

217,B,9/11/2015,12,1,,,,,,,

218,B,9/11/2015,,1,,,,,,,

301,C,9/11/2015,15,1,7,6,6,7,7,6,6

302,C,9/11/2015,16,1,,,,,,,

303,C,9/11/2015,15,1,6,5,6,6,6,6,5

304,C,9/11/2015,17,1,6,5,5,6,5,5,4

305,C,9/11/2015,15,1,7,6,7,7,6,6,6

306,C,9/11/2015,17,1,6,6,6,6,6,5,4

307,C,9/11/2015,15,1,,,,,,,

308,C,9/11/2015,15,1,,,,,,,

309,C,9/11/2015,14,1,6,6,6,6,6,6,5

310,C,9/11/2015,15,1,6,6,5,6,6,5,6

311,C,9/11/2015,14,1,6,6,5,6,5,6,5

312,C,9/11/2015,15,1,,,,,,,

313,C,9/11/2015,17,1,,,,,,,

314,C,9/11/2015,15,1,,,,,,,

315,C,9/11/2015,17,1,6,6,6,7,7,6,6

101,A,9/14/2015,14,1,,,,,,,

102,A,9/14/2015,18,1,,,,,,,

103,A,9/14/2015,14,1,5,6,6,6,6,5,5

104,A,9/14/2015,16,1,,,,,,,

105,A,9/14/2015,14,1,5,5,5,6,5,4,4

106,A,9/14/2015,16,1,,,,,,,

107,A,9/14/2015,15,1,5,5,5,6,5,4,3

108,A,9/14/2015,12,1,7,6,6,6,6,5,7

109,A,9/14/2015,16,1,7,6,6,6,6,6,6

110,A,9/14/2015,,1,,,,,,,

111,A,9/14/2015,10,1,,,,,,,

112,A,9/14/2015,,1,,,,,,,

113,A,9/14/2015,14,1,7,6,6,6,6,5,6

114,A,9/14/2015,14,1,,,,,,,

115,A,9/14/2015,16,1,6,5,5,6,5,5,5

116,A,9/14/2015,13,1,,,,,,,

117,A,9/14/2015,15,1,5,5,6,6,5,5,5

118,A,9/14/2015,7,1,6,5,5,6,6,5,6

119,A,9/14/2015,14,1,,,,,,,

120,A,9/14/2015,17,1,7,6,7,7,6,6,5

121,A,9/14/2015,14,1,,,,,,,

201,B,9/14/2015,14,1,6,6,6,6,6,6,7

202,B,9/14/2015,14,1,,,,,,,

203,B,9/14/2015,12,1,,,,,,,

204,B,9/14/2015,16,1,6,6,6,6,6,6,7

205,B,9/14/2015,9,1,6,6,6,6,6,6,7

206,B,9/14/2015,12,1,,,,,,,

207,B,9/14/2015,12,1,,,,,,,

208,B,9/14/2015,11,1,,,,,,,

209,B,9/14/2015,12,1,6,5,6,6,6,6,6

210,B,9/14/2015,9,1,,,,,,,

211,B,9/14/2015,13,1,6,5,6,6,6,6,6

212,B,9/14/2015,9,1,6,5,5,6,5,5,5

213,B,9/14/2015,10,1,6,6,6,6,6,6,6

214,B,9/14/2015,12,1,,,,,,,

215,B,9/14/2015,10,1,5,5,4,6,4,4,5

216,B,9/14/2015,12,1,,,,,,,

217,B,9/14/2015,12,1,,,,,,,

218,B,9/14/2015,,1,,,,,,,

301,C,9/14/2015,15,1,7,7,7,6,6,6,7

302,C,9/14/2015,16,1,,,,,,,

303,C,9/14/2015,15,1,,,,,,,

304,C,9/14/2015,17,1,5,6,6,6,5,5,5

305,C,9/14/2015,15,1,6,6,6,6,5,5,5

306,C,9/14/2015,17,1,5,6,6,6,5,5,5

307,C,9/14/2015,15,1,6,6,6,6,5,5,5

308,C,9/14/2015,15,1,5,6,6,6,5,5,5

309,C,9/14/2015,14,1,6,6,6,6,5,5,5

310,C,9/14/2015,15,1,5,5,6,6,3,3,4

311,C,9/14/2015,14,1,5,6,6,6,5,5,5

312,C,9/14/2015,15,1,5,6,6,6,5,5,5

313,C,9/14/2015,17,1,5,6,6,6,5,5,5

314,C,9/14/2015,15,1,,,,,,,

315,C,9/14/2015,17,1,6,7,5,5,5,5,6

101,A,9/16/2015,14,1,5,5,6,5,5,6,6

102,A,9/16/2015,18,1,6,7,7,6,6,7,6

103,A,9/16/2015,14,1,6,6,6,6,6,6,6

104,A,9/16/2015,16,1,,,,,,,

105,A,9/16/2015,14,1,6,6,6,6,6,6,6

106,A,9/16/2015,16,1,,,,,,,

107,A,9/16/2015,15,1,6,5,6,6,6,6,6

108,A,9/16/2015,12,1,6,7,6,6,6,6,7

109,A,9/16/2015,16,1,,,,,,,

110,A,9/16/2015,,1,,,,,,,

111,A,9/16/2015,10,1,,,,,,,

112,A,9/16/2015,,1,,,,,,,

113,A,9/16/2015,14,1,6,6,6,6,6,6,6

114,A,9/16/2015,14,1,,,,,,,

115,A,9/16/2015,16,1,6,6,6,6,6,6,6

116,A,9/16/2015,13,1,,,,,,,

117,A,9/16/2015,15,1,6,6,6,6,6,6,6

118,A,9/16/2015,7,1,6,6,6,6,6,6,6

119,A,9/16/2015,14,1,6,6,6,6,6,6,5

120,A,9/16/2015,17,1,6,7,6,6,6,7,6

121,A,9/16/2015,14,1,6,5,6,6,6,6,6

201,B,9/16/2015,14,1,6,6,6,6,6,6,6

202,B,9/16/2015,14,1,,,,,,,

203,B,9/16/2015,12,1,,,,,,,

204,B,9/16/2015,16,1,,,,,,,

205,B,9/16/2015,9,1,6,6,6,6,6,5,6

206,B,9/16/2015,12,1,,,,,,,

207,B,9/16/2015,12,1,,,,,,,

208,B,9/16/2015,11,1,,,,,,,

209,B,9/16/2015,12,1,,,,,,,

210,B,9/16/2015,9,1,,,,,,,

211,B,9/16/2015,13,1,5,5,5,4,5,5,5

212,B,9/16/2015,9,1,6,5,6,6,5,4,5

213,B,9/16/2015,10,1,,,,,,,

214,B,9/16/2015,12,1,,,,,,,

215,B,9/16/2015,10,1,,,,,,,

216,B,9/16/2015,12,1,,,,,,,

217,B,9/16/2015,12,1,,,,,,,

218,B,9/16/2015,,1,,,,,,,

301,C,9/16/2015,15,1,6,6,6,6,6,6,6

302,C,9/16/2015,16,1,6,6,6,6,6,6,6

303,C,9/16/2015,15,1,,,,,,,

304,C,9/16/2015,17,1,6,6,6,6,6,6,6

305,C,9/16/2015,15,1,,,,,,,

306,C,9/16/2015,17,1,6,6,6,6,6,6,6

307,C,9/16/2015,15,1,6,6,6,6,6,6,6

308,C,9/16/2015,15,1,6,6,6,6,6,6,6

309,C,9/16/2015,14,1,6,6,6,6,6,6,6

310,C,9/16/2015,15,1,6,6,6,6,6,6,6

311,C,9/16/2015,14,1,,,,,,,

312,C,9/16/2015,15,1,6,6,6,6,6,6,6

313,C,9/16/2015,17,1,6,6,6,6,6,6,6

314,C,9/16/2015,15,1,6,6,6,6,6,6,6

315,C,9/16/2015,17,1,6,6,6,6,6,6,6

101,A,9/18/2015,14,1,,,,,,,

102,A,9/18/2015,18,1,7,7,6,6,6,6,6

103,A,9/18/2015,14,1,5,5,6,6,5,4,4

104,A,9/18/2015,16,1,,,,,,,

105,A,9/18/2015,14,1,,,,,,,

106,A,9/18/2015,16,1,,,,,,,

107,A,9/18/2015,15,1,,,,,,,

108,A,9/18/2015,12,1,,,,,,,

109,A,9/18/2015,16,1,6,7,6,6,5,4,4

110,A,9/18/2015,,1,,,,,,,

111,A,9/18/2015,10,1,,,,,,,

112,A,9/18/2015,,1,,,,,,,

113,A,9/18/2015,14,1,6,7,6,6,5,4,4

114,A,9/18/2015,14,1,,,,,,,

115,A,9/18/2015,16,1,5,5,6,6,5,4,4

116,A,9/18/2015,13,1,,,,,,,

117,A,9/18/2015,15,1,,,,,,,

118,A,9/18/2015,7,1,6,7,6,6,6,6,6

119,A,9/18/2015,14,1,,,,,,,

120,A,9/18/2015,17,1,7,7,6,6,6,6,6

121,A,9/18/2015,14,1,5,6,6,6,6,6,6

201,B,9/18/2015,14,1,6,7,6,6,5,5,5

202,B,9/18/2015,14,1,,,,,,,

203,B,9/18/2015,12,1,,,,,,,

204,B,9/18/2015,16,1,6,6,5,6,6,5,5

205,B,9/18/2015,9,1,6,6,5,6,5,5,5

206,B,9/18/2015,12,1,,,,,,,

207,B,9/18/2015,12,1,,,,,,,

208,B,9/18/2015,11,1,,,,,,,

209,B,9/18/2015,12,1,,,,,,,

210,B,9/18/2015,9,1,,,,,,,

211,B,9/16/2015,13,1,,,,,,,

212,B,9/18/2015,9,1,5,6,6,6,5,5,5

213,B,9/18/2015,10,1,,,,,,,

214,B,9/18/2015,12,1,,,,,,,

215,B,9/18/2015,10,1,3,5,5,5,3,4,2

216,B,9/18/2015,12,1,,,,,,,

217,B,9/18/2015,12,1,,,,,,,

218,B,9/18/2015,,1,,,,,,,

302,C,9/18/2015,16,1,,,,,,,

303,C,9/18/2015,15,1,6,6,5,4,6,6,5

304,C,9/18/2015,17,1,5,5,5,4,5,5,5

305,C,9/18/2015,15,1,7,6,7,7,6,6,6

306,C,9/18/2015,17,1,6,6,5,6,5,6,5

307,C,9/18/2015,15,1,5,6,6,6,5,5,5

308,C,9/18/2015,15,1,6,5,5,5,6,5,6

309,C,9/18/2015,14,1,6,6,6,6,5,6,5

310,C,9/18/2015,15,1,6,6,5,6,6,5,6

311,C,9/18/2015,14,1,6,6,6,6,5,6,5

312,C,9/18/2015,15,1,5,5,5,6,5,5,4

313,C,9/18/2015,17,1,,,,,,,

314,C,9/18/2015,15,1,,,,,,,

315,C,9/18/2015,17,1,6,6,6,6,6,6,6

101,A,9/21/2015,14,1,,,,,,,

103,A,9/21/2015,14,1,5,6,6,6,6,5,5

104,A,9/21/2015,16,1,,,,,,,

105,A,9/21/2015,14,1,5,5,5,6,5,4,4

106,A,9/21/2015,16,1,,,,,,,

107,A,9/21/2015,15,1,5,5,5,6,5,4,3

108,A,9/21/2015,12,1,7,6,6,6,6,6,7

109,A,9/21/2015,16,1,7,6,6,6,6,6,6

110,A,9/21/2015,,1,,,,,,,

111,A,9/21/2015,10,1,,,,,,,

112,A,9/21/2015,,1,,,,,,,

113,A,9/21/2015,14,1,7,6,6,6,6,6,6

114,A,9/21/2015,14,1,,,,,,,

115,A,9/21/2015,16,1,6,5,5,6,5,5,5

116,A,9/21/2015,13,1,,,,,,,

117,A,9/21/2015,15,1,5,5,6,6,5,5,5

118,A,9/21/2015,7,1,6,5,5,6,6,5,6

119,A,9/21/2015,14,1,,,,,,,

120,A,9/21/2015,17,1,7,6,7,7,6,6,5

121,A,9/21/2015,14,1,,,,,,,

201,B,9/21/2015,14,1,6,6,6,6,6,6,7

202,B,9/21/2015,14,1,,,,,,,

204,B,9/21/2015,16,1,6,6,6,6,6,6,6

205,B,9/21/2015,9,1,6,5,6,6,6,6,6

206,B,9/21/2015,12,1,,,,,,,

207,B,9/21/2015,12,1,,,,,,,

208,B,9/21/2015,11,1,,,,,,,

209,B,9/21/2015,12,1,,,,,,,

210,B,9/21/2015,9,1,6,6,6,6,6,6,5

211,B,9/21/2015,13,1,,,,,,,

212,B,9/21/2015,9,1,6,6,6,6,6,6,6

213,B,9/21/2015,10,1,6,6,6,6,6,6,6

214,B,9/21/2015,12,1,,,,,,,

215,B,9/21/2015,10,1,5,5,5,6,5,4,5

216,B,9/21/2015,12,1,,,,,,,

217,B,9/21/2015,12,1,,,,,,,

218,B,9/21/2015,,1,,,,,,,

301,C,9/21/2015,15,1,7,7,7,6,6,6,7

302,C,9/21/2015,16,1,,,,,,,

303,C,9/21/2015,15,1,,,,,,,

304,C,9/21/2015,17,1,,,,,,,

305,C,9/21/2015,15,1,6,6,6,6,5,5,5

306,C,9/21/2015,17,1,5,6,6,6,5,5,5

307,C,9/21/2015,15,1,6,6,6,6,5,5,5

308,C,9/21/2015,15,1,,,,,,,

309,C,9/21/2015,14,1,6,6,6,6,5,5,5

310,C,9/21/2015,15,1,5,5,6,6,3,3,4

311,C,9/21/2015,14,1,5,6,6,6,5,5,5

312,C,9/21/2015,15,1,5,6,6,6,5,5,5

313,C,9/21/2015,17,1,5,6,6,6,5,5,5

314,C,9/21/2015,15,1,,,,,,,

315,C,9/21/2015,17,1,6,7,5,5,5,5,6

101,A,9/23/2015,14,1,6,6,6,5,6,6,6

102,A,9/23/2015,18,1,7,7,7,6,6,7,6

103,A,9/23/2015,14,1,6,6,6,6,6,6,6

104,A,9/23/2015,16,1,,,,,,,

105,A,9/23/2015,14,1,6,6,6,6,6,6,6

106,A,9/23/2015,16,1,,,,,,,

107,A,9/23/2015,15,1,6,6,6,6,6,6,6

108,A,9/23/2015,12,1,7,6,6,6,7,6,6

109,A,9/23/2015,16,1,6,6,6,6,6,6,6

110,A,9/23/2015,,1,,,,,,,

111,A,9/23/2015,10,1,,,,,,,

112,A,9/23/2015,,1,,,,,,,

113,A,9/23/2015,14,1,6,7,6,6,6,6,7

114,A,9/23/2015,14,1,,,,,,,

115,A,9/23/2015,16,1,6,6,6,6,6,6,6

116,A,9/23/2015,13,1,,,,,,,

117,A,9/23/2015,15,1,,,,,,,

118,A,9/23/2015,7,1,6,6,6,6,6,6,6

119,A,9/23/2015,14,1,6,6,6,6,6,6,6

120,A,9/23/2015,17,1,6,7,7,6,6,6,6

121,A,9/23/2015,14,1,6,6,6,6,6,6,5

201,B,9/23/2015,14,1,6,6,6,6,6,6,6

202,B,9/23/2015,14,1,,,,,,,

203,B,9/23/2015,12,1,,,,,,,

204,B,9/23/2015,16,1,6,5,6,6,6,6,6

205,B,9/23/2015,9,1,6,6,6,6,6,5,6

206,B,9/23/2015,12,1,,,,,,,

207,B,9/23/2015,12,1,,,,,,,

208,B,9/23/2015,11,1,,,,,,,

209,B,9/23/2015,12,1,,,,,,,

210,B,9/23/2015,9,1,,,,,,,

211,B,9/23/2015,13,1,6,6,5,5,5,6,5

212,B,9/23/2015,9,1,,,,,,,

213,B,9/23/2015,10,1,6,6,5,6,6,6,5

214,B,9/23/2015,12,1,,,,,,,

215,B,9/23/2015,10,1,5,5,5,5,3,3,3

216,B,9/23/2015,12,1,,,,,,,

217,B,9/23/2015,12,1,,,,,,,

218,B,9/23/2015,,1,,,,,,,

301,C,9/23/2015,15,1,6,7,6,6,6,6,7

302,C,9/23/2015,16,1,6,6,6,6,6,6,6

303,C,9/23/2015,15,1,,,,,,,

304,C,9/23/2015,17,1,,,,,,,

305,C,9/23/2015,15,1,6,6,6,6,6,6,6

306,C,9/23/2015,17,1,6,6,6,6,6,6,6

307,C,9/23/2015,15,1,6,6,6,6,6,6,6

308,C,9/23/2015,15,1,6,6,6,6,6,6,6

309,C,9/23/2015,14,1,6,6,6,6,6,6,6

310,C,9/23/2015,15,1,6,6,6,6,6,6,6

311,C,9/23/2015,14,1,,,,,,,

312,C,9/23/2015,15,1,6,6,6,6,6,6,6

313,C,9/23/2015,17,1,6,6,6,6,6,6,6

314,C,9/23/2015,15,1,6,6,6,6,6,6,6

315,C,9/23/2015,17,1,6,6,6,6,6,6,6

101,A,9/25/2016,14,1,,,,,,,

102,A,9/25/2016,18,1,7,7,6,6,6,6,6

103,A,9/25/2016,14,1,5,5,6,6,5,4,4

104,A,9/25/2016,16,1,,,,,,,

105,A,9/25/2016,14,1,5,5,6,6,5,4,4

106,A,9/25/2016,16,1,,,,,,,

107,A,9/25/2016,15,1,5,6,6,6,6,6,6

108,A,9/25/2016,12,1,6,7,6,6,6,6,6

109,A,9/25/2016,16,1,6,7,6,6,5,4,4

110,A,9/25/2016,16,1,,,,,,,

111,A,9/25/2016,10,1,,,,,,,

112,A,9/25/2016,16,1,,,,,,,

113,A,9/25/2016,14,1,6,7,6,6,5,4,4

114,A,9/25/2016,14,1,,,,,,,

115,A,9/25/2016,16,1,5,5,6,6,5,4,4

116,A,9/25/2016,13,1,,,,,,,

117,A,9/25/2016,18,1,5,5,6,6,5,4,4

118,A,9/25/2016,14,1,6,7,6,6,6,6,6

119,A,9/25/2016,16,1,6,6,6,6,6,6,6

120,A,9/25/2016,14,1,7,7,6,6,6,6,6

121,A,9/25/2016,16,1,5,6,6,6,6,6,6

201,B,9/25/2016,14,1,6,7,6,6,5,5,5

202,B,9/25/2016,14,1,,,,,,,

203,B,9/25/2016,12,1,,,,,,,

204,B,9/25/2016,16,1,6,6,5,6,6,5,5

205,B,9/25/2016,9,1,6,6,5,6,5,5,5

206,B,9/25/2016,12,1,,,,,,,

207,B,9/25/2016,12,1,,,,,,,

208,B,9/25/2016,11,1,,,,,,,

209,B,9/25/2016,12,1,6,3,6,6,5,5,5

210,B,9/25/2016,9,1,5,5,5,6,5,5,5

211,B,9/25/2016,13,1,5,5,5,6,5,5,5

212,B,9/25/2016,9,1,,,,,,,

213,B,9/25/2016,10,1,5,5,5,6,5,5,5

214,B,9/25/2016,12,1,3,4,4,4,3,4,2

215,B,9/25/2016,10,1,3,4,4,5,3,4,2

216,B,9/25/2016,12,1,,,,,,,

217,B,9/25/2016,12,1,,,,,,,

218,B,9/25/2016,,1,,,,,,,

301,C,9/25/2016,15,1,7,6,6,6,6,6,7

302,C,9/25/2016,16,1,,,,,,,

303,C,9/25/2016,15,1,6,5,5,4,5,6,5

304,C,9/25/2016,17,1,5,6,5,4,5,5,5

305,C,9/25/2016,15,1,7,6,7,7,6,6,6

306,C,9/25/2016,17,1,6,6,5,6,5,6,5

307,C,9/25/2016,15,1,5,6,6,6,5,5,5

308,C,9/25/2016,15,1,6,5,5,5,6,5,6

309,C,9/25/2016,14,1,6,6,6,6,5,6,5

310,C,9/25/2016,15,1,6,6,5,6,6,5,6

311,C,9/25/2016,14,1,6,6,6,6,5,6,5

312,C,9/25/2016,15,1,5,5,5,6,5,5,4

313,C,9/25/2016,17,1,,,,,,,

314,C,9/25/2016,15,1,,,,,,,

315,C,9/25/2016,17,1,6,6,6,6,6,6,6

201,B,9/28/2015,14,1,6,6,6,6,6,6,7

202,B,9/28/2015,14,1,,,,,,,

203,B,9/28/2015,12,1,,,,,,,

204,B,9/28/2015,16,1,6,6,6,6,6,6,7

205,B,9/28/2015,9,1,6,6,6,6,6,6,6

206,B,9/28/2015,12,1,,,,,,,

207,B,9/28/2015,12,1,,,,,,,

208,B,9/28/2015,11,1,,,,,,,

209,B,9/28/2015,12,1,,,,,,,

210,B,9/28/2015,9,1,,,,,,,

211,B,9/28/2015,13,1,,,,,,,

212,B,9/28/2015,9,1,,,,,,,

213,B,9/28/2015,10,1,,,,,,,

214,B,9/28/2015,12,1,,,,,,,

215,B,9/28/2015,10,1,5,4,6,6,5,5,5

216,B,9/28/2015,12,1,,,,,,,

217,B,9/28/2015,12,1,,,,,,,

218,B,9/28/2015,,1,,,,,,,

301,C,9/28/2015,15,1,6,7,7,6,6,6,7

302,C,9/28/2015,16,1,,,,,,,

303,C,9/28/2015,15,1,,,,,,,

304,C,9/28/2015,17,1,5,6,6,6,5,5,5

305,C,9/28/2015,15,1,6,6,6,6,5,5,5

306,C,9/28/2015,17,1,5,6,6,6,5,5,5

307,C,9/28/2015,15,1,6,6,6,6,5,5,5

308,C,9/28/2015,15,1,5,6,6,6,5,5,5

309,C,9/28/2015,14,1,6,6,6,6,5,5,5

310,C,9/28/2015,15,1,5,5,6,6,3,3,4

311,C,9/28/2015,14,1,5,6,6,6,5,5,5

312,C,9/28/2015,15,1,5,6,6,6,5,5,5

313,C,9/28/2015,17,1,5,6,6,6,5,5,5

314,C,9/28/2015,15,1,,,,,,,

315,C,9/28/2015,17,1,6,7,5,5,5,5,6

101,A,9/30/2015,14,1,,,,,,,

102,A,9/30/2015,18,1,7,7,7,7,7,7,6

103,A,9/30/2015,14,1,6,6,6,5,6,6,6

104,A,9/30/2015,16,1,,,,,,,

105,A,9/30/2015,14,1,6,6,6,5,6,6,6

106,A,9/30/2015,16,1,,,,,,,

107,A,9/30/2015,15,1,,,,,,,

108,A,9/30/2015,12,1,7,6,6,6,6,6,7

109,A,9/30/2015,16,1,,,,,,,

110,A,9/30/2015,,1,,,,,,,

111,A,9/30/2015,10,1,,,,,,,

112,A,9/30/2015,,1,,,,,,,

113,A,9/30/2015,14,1,6,7,7,6,6,6,6

114,A,9/30/2015,14,1,,,,,,,

115,A,9/30/2015,16,1,6,6,6,6,6,6,6

116,A,9/30/2015,13,1,,,,,,,

117,A,9/30/2015,15,1,6,6,6,6,6,6,6

118,A,9/30/2015,7,1,6,6,6,6,6,6,6

119,A,9/30/2015,14,1,6,6,5,5,6,6,6

120,A,9/30/2015,17,1,7,7,7,7,7,7,6

121,A,9/30/2015,14,1,6,6,6,6,6,6,6

301,C,9/30/2015,15,1,6,7,6,6,6,6,7

302,C,9/30/2015,16,1,6,6,6,6,6,6,6

303,C,9/30/2015,15,1,,,,,,,

304,C,9/30/2015,17,1,6,6,6,5,6,6,6

305,C,9/30/2015,15,1,6,6,6,6,6,6,6

306,C,9/30/2015,17,1,6,6,6,6,6,6,6

307,C,9/30/2015,15,1,6,6,6,6,6,6,6

308,C,9/30/2015,15,1,6,6,6,6,6,6,6

309,C,9/30/2015,14,1,6,6,6,6,6,6,6

310,C,9/30/2015,15,1,6,6,6,6,6,6,6

